kind,address,expected,note
thunk,0x00006442,0x00383BC0,ILT -> bfme_setPlayerLeaveStatus
insn,0x00383BD1,"imul eax, eax, 0x1c",record stride
insn,0x00383BD6,"mov dword ptr [eax + 0x1b0], edx",status
insn,0x00383BDC,"mov ecx, dword ptr [ecx + 0x3c]",m_frame
insn,0x00383BDF,"mov dword ptr [eax + 0x1b4], ecx",quitFrame
insn,0x00682B81,call 0x406442,Network PLAYERLEAVE handler: status 1
insn,0x0068228B,call 0x406442,Network::voteForPlayerDisconnect: status 2
insn,0x00383BA0,"lea eax, [eax + ecx + 0x1b0]",getPlayerLeaveStatus(slot)
insn,0x00383C19,"mov dword ptr [eax + ecx + 0x1b8], edx",defeat frame
insn,0x00383C49,"mov dword ptr [eax + ecx + 0x1bc], edx",victory frame
thunk,0x0000BD7F,0x00468090,ILT -> WindowManager::bfme_hideBackground
insn,0x0046809B,"mov eax, dword ptr [esi + 0x1b8]",pending kind
insn,0x004680D7,push 0x10f7230,HideInGameBackground
insn,0x0046811F,push 0x10f7214,HideFrontEndBackground
bytes,0x00CF7214,4869646546726f6e74456e644261636b67726f756e6400,HideFrontEndBackground
bytes,0x00CF7230,48696465496e47616d654261636b67726f756e6400,HideInGameBackground
insn,0x004680E4,"mov dword ptr [esi + 0x1bc], 2",remember in-game kind
insn,0x0046812C,"mov dword ptr [esi + 0x1bc], 1",remember front-end kind
insn,0x0046816A,call 0x40bd7f,re-applies through its own ILT
insn,0x0038D34F,"mov ecx, dword ptr [0x12f19e8]",deleteLoadScreen: g_theWindowManager
global,0x012F19E8,0x0038D34F,g_theWindowManager global VA
insn,0x0038D357,call 0x40bd7f,deleteLoadScreen -> hideBackground(TRUE)
thunk,0x0000BDCA,0x0046CBF0,ILT -> WindowManager::bfme_setAptText
insn,0x0046CBF7,"add ecx, 0x44",map at WindowManager+0x44
insn,0x0046CBFA,call 0x441bdc,find-or-insert record
thunk,0x00041BDC,0x0046B490,ILT -> record lookup body
insn,0x0046CC0B,call 0xc88530,UnicodeString::set
insn,0x0046CC19,call dword ptr [edx + 4],listener vslot 1
insn,0x005101E5,"mov ecx, dword ptr [0x12f19e8]",MapTransferLoadScreen::processTimeout: g_theWindowManager
insn,0x005101F3,call 0x40bdca,setAptText(APT:FileTransferLoadingTime ...)
bytes,0x00D05024,4150543a46696c655472616e736665724c6f6164696e6754696d6500,key literal
insn,0x00638079,"add ecx, 0x70",m_gameSpyLogin
insn,0x00638085,call 0xc87c90,AsciiString::set (shared body)
insn,0x00638109,"add ecx, 0x74",m_gameSpyLocale
insn,0x00638036,"add ecx, 0x70",getLoginName copies +0x70
insn,0x006380C6,"add ecx, 0x74",getLocale copies +0x74
insn,0x004FA01D,"lea ecx, [esi + 0x74]",??1GameSpyGameSlot releases m_gameSpyLocale
insn,0x004FA02D,"lea ecx, [esi + 0x70]",then m_gameSpyLogin
insn,0x0066462A,call 0x428952,setLoginName(msg->getText1C())
insn,0x00664640,call 0x436d31,setLocale(msg->getText20())
insn,0x0066AD54,call 0x428952,BFMEConnectionManager::update setLoginName
insn,0x0066AD73,call 0x436d31,BFMEConnectionManager::update setLocale
insn,0x009D39A8,"mov eax, dword ptr [0x134d478]",GetChallenge: g_statsgame
global,0x0134D478,0x009D39A8,g_statsgame VA
insn,0x009D39B6,push 0x134d06c,static challenge[9]
insn,0x009D39BB,"xor eax, 0x38f371e6",CHALLENGEXOR
insn,0x009D39C0,call 0xdd2eb0,create_challenge
insn,0x009D39CE,"add eax, 0x10",game->challenge
insn,0x0066ABFF,"mov edx, dword ptr [eax + 0x464]",statsgame_t member of the GameSpy object
insn,0x0066AC0B,call 0xdd39a0,BFMEConnectionManager::update -> GetChallenge
bytes,0x00D1A2C0,4e554c4c47414d4500,NULLGAME compared against the challenge
insn,0x006822EF,"mov ecx, dword ptr [0x12ed5ec]",Network::quitGame: TheMessageStream
insn,0x006822F9,call dword ptr [eax + 0x34],->appendMessage(Type)
insn,0x00383A2C,push 0x1d,GameLogic-band 0x003839E0 posts MSG_CLEAR_GAME_DATA
insn,0x0038CCBD,push 0x1d,popSleepyUpdate-named 0x0038C1E0 posts MSG_CLEAR_GAME_DATA
insn,0x0057FBD9,push 0x1d,Shell::showShellMap posts MSG_CLEAR_GAME_DATA
global,0x012F7714,0x0007A482,TheNetwork: ?init@GameEngine stores the network object it just created
insn,0x0007A482,"mov dword ptr [0x12f7714], edi",GameEngine::init store into TheNetwork
global,0x012F7714,0x0068236A,TheNetwork: the factory 0x00682320 stores the BFMENativeNetwork it constructs
global,0x012F7714,0x0006BAFA,TheNetwork: GameEngine update core loads it before the +0xA4/+0x28/+0xA8 virtual calls
global,0x012F76F0,0x00637938,"the old seed global: SetUpGameSpy 0x006377D0 stores the object returned by the ledger's ?createNetwork@NetworkInterface 0x0065C1F0 here (GameSpy-side object, not TheNetwork)"
insn,0x00637933,call 0x4362c3,SetUpGameSpy -> createNetwork ILT
thunk,0x000362C3,0x0065C1F0,ILT of the ledger's ?createNetwork@NetworkInterface@@SAPAV1@XZ
insn,0x00637938,"mov dword ptr [0x12f76f0], eax",SetUpGameSpy stores the result at 0x012F76F0
insn,0x0065C206,push 0xa8,createNetwork allocates 0xA8 bytes (BFMENativeNetwork is 0x40: a different class)
global,0x012F76F0,0x00639BF4,launchGame hands a PSRequest to [0x012F76F0] slot +0x10: a GameSpy message queue
vslot,0x010F9B60+0x04,0x00491F70,legacy MapTransferLoadScreen vtable slot 1 = update(Int)
vslot,0x010F9B60+0x08,0x00492C40,legacy MapTransferLoadScreen vtable slot 2 = ?init@MapTransferLoadScreen@@
thunk,0x0003EB21,0x00491F70,ILT of the legacy update
global,0x012F7714,0x00491F73,legacy update loads TheNetwork
insn,0x00491F81,call dword ptr [eax + 0x28],legacy update -> TheNetwork->update(FALSE)
insn,0x00491F8B,call 0x403fe4,legacy update -> LoadScreen::update(percent)
thunk,0x00003FE4,0x004914C0,ILT of LoadScreen::update
insn,0x00491524,call 0xcfc4c0,LoadScreen::update ends in setFPMode as ZH LoadScreen.cpp
thunk,0x00015D0C,0x0050FF30,ILT of the APT-era update
insn,0x0066CED0,call 0x415d0c,_doFileTransfer ls->update(0) (ZH FileTransfer.cpp:54)
insn,0x0066D11A,call 0x415d0c,_doFileTransfer ls->update(fileTransferPercent) (ZH FileTransfer.cpp:124)
insn,0x0066CEC8,call 0x4362b9,_doFileTransfer ls->processTimeout right before the first update
thunk,0x000362B9,0x00510130,ILT of the ls object's processTimeout (ledger ?processTimeout@MapTransferLoadScreen@@)
global,0x012F7714,0x0050FF31,APT-era update loads TheNetwork
insn,0x0050FF3F,call dword ptr [eax + 0x28],APT-era update -> TheNetwork->update(FALSE)
global,0x012F4C5C,0x0050FF5C,APT-era update loads TheMouse for setCursorTooltip
insn,0x0050FF42,push 0x3f800000,setCursorTooltip width 1.0f default
insn,0x0050FF9B,call dword ptr [edx + 0x1c],APT-era update ends with TheDisplay->draw
vslot,0x01075BC8+0x7C,0x0006BAE0,GameEngine vtable slot 31
vslot,0x0111C9A8+0x7C,0x0006BAE0,W3D/Win32 GameEngine vtable slot 31
thunk,0x0002CD45,0x0006BAE0,ILT of the GameEngine network/logic update virtual
insn,0x0006BAEB,"cmp esi, 1",the Bool argument selects the network path
insn,0x0006BAF5,call 0x422c96,-> TheGameLogic->isGamePaused
thunk,0x00022C96,0x00383480,ILT of the GameLogic+0x11C getter
bytes,0x00383480,8a811c010000c3,GameLogic+0x11C byte getter (isGamePaused position of ZH GameEngine::update)
insn,0x0006BB0E,call dword ptr [eax + 0x3c],TheNetwork->getFrameAdvanceCount
insn,0x0006BB47,call dword ptr [eax + 0x8c],TheNetwork->isPacketRouter
insn,0x0006BB6A,"cmp dword ptr [ecx + 0x10c], 5",GameLogic m_gameMode == GAME_INTERNET
insn,0x0006BB73,call 0x414e25,-> HandleBuddyResponses
thunk,0x00014E25,0x004EE510,ILT of ?HandleBuddyResponses@@YAXXZ
insn,0x0006BB86,call dword ptr [eax + 0x20],TheGameLogic->update(arg) through vslot +0x20
insn,0x0006BB8A,ret 4,one stack argument
thunk,0x00038361,0x0038B430,ILT of the CRC consensus member
insn,0x0039A0D6,call 0x438361,logicMessageDispatcher MSG_LOGIC_CRC arm calls it per slot
insn,0x0039A0DC,"cmp ebp, 8",the arm loops over the 8 slots
insn,0x0038DDF0,call 0x438361,second GameLogic caller
insn,0x0009B60A,call 0x438361,Recorder caller (playback CRCs)
insn,0x0038B437,"mov esi, dword ptr [edi + 0x44]",walks the CRC report list at GameLogic+0x44
insn,0x0038B49D,push 0x18,a 0x18-byte report node
insn,0x0038B597,call 0x44a10b,disagreement -> bfme_appendGameOverDetails 0x00387A50
insn,0x0038B64F,call dword ptr [eax + 0x94],TheNetwork->getNumPlayers decides when a frame is complete
insn,0x0038B6D8,push 0x449,posts GameMessage 0x449
global,0x012F7714,0x0038B835,loads TheNetwork before quitGame
insn,0x0038B841,call dword ptr [eax + 0x78],mismatch ends with TheNetwork->quitGame
vslot,0x0110A388+0x00,0x00569DE0,QuitMenu screen vtable slot 0 = deleting dtor ??_GGen_dtor_00569de0
insn,0x00569DE3,call 0x4271f6,deleting dtor -> ??1
thunk,0x000271F6,0x00569720,ILT of the QuitMenu screen dtor
thunk,0x00025153,0x0056A2F0,pinned ??0BfmeAptScreenQuitMenu ILT -> ctor body
insn,0x0056A324,"mov dword ptr [esi], 0x110a388",ctor installs the QuitMenu screen vtable
insn,0x0056A361,"mov dword ptr [0x12f4b40], esi",ctor publishes this as the QuitMenu screen global
insn,0x0056973F,"mov dword ptr [edi], 0x110a388",dtor re-installs the same vtable
insn,0x0056974F,"cmp edi, dword ptr [0x12f4b40]",dtor compares this with the screen global
global,0x012F7714,0x0056981F,dtor loads TheNetwork
insn,0x0056982C,call dword ptr [edx + 0x78],dtor -> TheNetwork->quitGame (ZH QuitMenu.cpp:151 branch)
insn,0x00569858,call 0x4238a3,else branch -> the GameLogic MSG_CLEAR_GAME_DATA poster
thunk,0x000238A3,0x003839E0,ILT of the MSG_CLEAR_GAME_DATA poster (push 0x1d at 0x00383A2C)
insn,0x00569903,call 0x4204c3,dtor ends in the APT screen base dtor
thunk,0x000204C3,0x00465430,ILT of the APT screen base dtor shared with ??1BfmeAptScreenDisconnectScreen
thunk,0x00006CE4,0x00639950,ILT of launchGame
insn,0x00506985,call 0x406ce4,WOLQuickMatchMenuUpdate -> launchGame (ZH WOLQuickMatchMenu.cpp:1082)
insn,0x006399A5,call 0x407f0e,-> markPlayerAsPreorder
thunk,0x00007F0E,0x0061E680,ILT of ?markPlayerAsPreorder@GameInfo@@QAEXH@Z
insn,0x006399B0,call 0x41d0b1,-> TheNetwork factory (createNetwork + init)
insn,0x006399DA,call 0x42b053,-> TheNAT->getSlotPort
thunk,0x0002B053,0x00670C60,ILT of ?getSlotPort@NAT@@QAEHH@Z
global,0x012F7714,0x006399E4,launchGame loads TheNetwork for setLocalAddress
insn,0x006399F1,call dword ptr [edx + 0x30],TheNetwork->setLocalAddress
insn,0x00639A12,call dword ptr [esi + 0x34],TheNetwork->attachTransport(TheNAT->getTransport())
insn,0x00639A1F,call dword ptr [eax + 0x38],TheNetwork->initTransport
insn,0x00639A2B,call dword ptr [edx + 0x2c],TheNetwork->parseUserList(this)
insn,0x00639A3E,call 0x43227c,-> DoAnyMapTransfers
thunk,0x0003227C,0x0066E070,ILT of _DoAnyMapTransfers
insn,0x00639C90,"mov dword ptr [0x12f7714], ebx",launchGame nulls TheNetwork on the transfer failure path
vslot,0x0111AF50+0x90,0x0068A3E0,LANAPI vtable: OnGameStart
vslot,0x0111AF50+0x94,0x00689050,LANAPI vtable: ?OnGameStartTimer@LANAPI@@UAEXH@Z right after it (ZH LANAPI.h:194-195)
thunk,0x0003E8A6,0x0068A3E0,ILT of OnGameStart
insn,0x0068A454,push 0x107c758,LANPreferences key PlayerTemplate
bytes,0x00C7C758,506c6179657254656d706c61746500,PlayerTemplate
insn,0x0068A4C2,push 0x107c750,LANPreferences key Color
bytes,0x00C7C750,436f6c6f7200,Color
insn,0x0068A57E,call 0x41d0b1,-> TheNetwork factory (createNetwork + init)
global,0x012F7714,0x0068A596,OnGameStart loads TheNetwork
insn,0x0068A5AD,call dword ptr [eax + 0x30],TheNetwork->setLocalAddress
insn,0x0068A5B8,call dword ptr [eax + 0x38],TheNetwork->initTransport
insn,0x0068A61B,call dword ptr [eax + 0x2c],TheNetwork->parseUserList
insn,0x0068A62F,call 0x43227c,-> DoAnyMapTransfers
insn,0x0068A6F4,call 0x41bbd0,failure path -> LANAPI::removeGame
thunk,0x0001BBD0,0x00685180,ILT of ?removeGame@LANAPI@@IAEXPAVLANGameInfo@@@Z
insn,0x0068A727,"mov dword ptr [0x12f7714], ebx",OnGameStart nulls TheNetwork on the transfer failure path
